score;completeness;rescuebot_action;rescuebot_location;donald_action;donald_location;world_nr;tick_nr
18;0.5;Idle;(10, 15);;(22, 12);1;5228
18;0.5;Idle;(10, 15);;(22, 12);1;5229
18;0.5;Idle;(10, 15);;(22, 12);1;5230
18;0.5;Idle;(10, 15);;(22, 12);1;5231
18;0.5;Idle;(10, 15);;(22, 12);1;5232
18;0.5;Idle;(10, 15);;(22, 12);1;5233
18;0.5;Idle;(10, 15);;(22, 12);1;5234
18;0.5;Idle;(10, 15);;(22, 12);1;5235
18;0.5;Idle;(10, 15);;(22, 12);1;5236
18;0.5;;(10, 15);;(22, 12);1;5237
18;0.5;;(10, 15);MoveWest;(21, 12);1;5238
18;0.5;;(10, 15);;(21, 12);1;5239
18;0.5;;(10, 15);;(21, 12);1;5240
18;0.5;;(10, 15);MoveSouth;(21, 13);1;5241
18;0.5;;(10, 15);;(21, 13);1;5242
18;0.5;;(10, 15);;(21, 13);1;5243
18;0.5;;(10, 15);;(21, 13);1;5244
18;0.5;;(10, 15);;(21, 13);1;5245
18;0.5;;(10, 15);MoveNorth;(21, 12);1;5246
18;0.5;;(10, 15);;(21, 12);1;5247
18;0.5;;(10, 15);;(21, 12);1;5248
18;0.5;;(10, 15);MoveWest;(20, 12);1;5249
18;0.5;;(10, 15);;(20, 12);1;5250
18;0.5;;(10, 15);;(20, 12);1;5251
18;0.5;;(10, 15);;(20, 12);1;5252
18;0.5;;(10, 15);;(20, 12);1;5253
18;0.5;;(10, 15);MoveWest;(19, 12);1;5254
18;0.5;;(10, 15);MoveWest;(18, 12);1;5255
18;0.5;;(10, 15);MoveWest;(18, 12);1;5256
18;0.5;;(10, 15);MoveWest;(18, 12);1;5257
18;0.5;;(10, 15);MoveWest;(18, 12);1;5258
18;0.5;;(10, 15);MoveWest;(18, 12);1;5259
18;0.5;;(10, 15);MoveWest;(18, 12);1;5260
18;0.5;;(10, 15);MoveWest;(17, 12);1;5261
18;0.5;;(10, 15);MoveWest;(16, 12);1;5262
18;0.5;;(10, 15);MoveWest;(15, 12);1;5263
18;0.5;;(10, 15);MoveWest;(14, 12);1;5264
18;0.5;;(10, 15);MoveWest;(13, 12);1;5265
18;0.5;;(10, 15);MoveWest;(12, 12);1;5266
18;0.5;;(10, 15);MoveWest;(11, 12);1;5267
18;0.5;;(10, 15);MoveWest;(11, 12);1;5268
18;0.5;;(10, 15);MoveWest;(11, 12);1;5269
18;0.5;;(10, 15);MoveWest;(11, 12);1;5270
18;0.5;;(10, 15);MoveWest;(11, 12);1;5271
18;0.5;;(10, 15);MoveWest;(11, 12);1;5272
18;0.5;;(10, 15);MoveWest;(10, 12);1;5273
18;0.5;;(10, 15);MoveWest;(10, 12);1;5274
18;0.5;;(10, 15);MoveWest;(10, 12);1;5275
18;0.5;;(10, 15);MoveWest;(10, 12);1;5276
18;0.5;;(10, 15);MoveWest;(10, 12);1;5277
18;0.5;;(10, 15);MoveWest;(10, 12);1;5278
18;0.5;;(10, 15);MoveWest;(9, 12);1;5279
18;0.5;;(10, 15);MoveSouth;(9, 12);1;5280
18;0.5;;(10, 15);MoveSouth;(9, 12);1;5281
18;0.5;;(10, 15);MoveSouth;(9, 12);1;5282
18;0.5;;(10, 15);MoveSouth;(9, 12);1;5283
18;0.5;;(10, 15);MoveSouth;(9, 12);1;5284
18;0.5;;(10, 15);MoveSouth;(9, 12);1;5285
18;0.5;;(10, 15);MoveEast;(9, 12);1;5286
18;0.5;;(10, 15);MoveEast;(9, 12);1;5287
18;0.5;;(10, 15);MoveEast;(9, 12);1;5288
18;0.5;;(10, 15);MoveEast;(9, 12);1;5289
18;0.5;;(10, 15);MoveEast;(9, 12);1;5290
18;0.5;;(10, 15);MoveEast;(10, 12);1;5291
18;0.5;;(10, 15);MoveEast;(10, 12);1;5292
18;0.5;;(10, 15);MoveEast;(10, 12);1;5293
18;0.5;;(10, 15);MoveEast;(10, 12);1;5294
18;0.5;;(10, 15);MoveEast;(10, 12);1;5295
18;0.5;;(10, 15);MoveEast;(10, 12);1;5296
18;0.5;;(10, 15);MoveEast;(11, 12);1;5297
18;0.5;;(10, 15);MoveEast;(11, 12);1;5298
18;0.5;;(10, 15);MoveEast;(11, 12);1;5299
18;0.5;;(10, 15);MoveEast;(11, 12);1;5300
18;0.5;;(10, 15);MoveEast;(11, 12);1;5301
18;0.5;;(10, 15);MoveEast;(11, 12);1;5302
18;0.5;;(10, 15);MoveEast;(12, 12);1;5303
18;0.5;;(10, 15);MoveEast;(13, 12);1;5304
18;0.5;;(10, 15);;(13, 12);1;5305
18;0.5;;(10, 15);MoveEast;(14, 12);1;5306
18;0.5;;(10, 15);;(14, 12);1;5307
18;0.5;;(10, 15);;(14, 12);1;5308
18;0.5;;(10, 15);MoveWest;(13, 12);1;5309
18;0.5;;(10, 15);;(13, 12);1;5310
18;0.5;;(10, 15);;(13, 12);1;5311
18;0.5;;(10, 15);MoveWest;(12, 12);1;5312
18;0.5;;(10, 15);;(12, 12);1;5313
18;0.5;;(10, 15);;(12, 12);1;5314
18;0.5;;(10, 15);MoveSouth;(12, 13);1;5315
18;0.5;;(10, 15);;(12, 13);1;5316
18;0.5;;(10, 15);;(12, 13);1;5317
18;0.5;;(10, 15);;(12, 13);1;5318
18;0.5;;(10, 15);;(12, 13);1;5319
18;0.5;;(10, 15);MoveSouth;(12, 14);1;5320
18;0.5;;(10, 15);MoveSouth;(12, 15);1;5321
18;0.5;;(10, 15);MoveSouth;(12, 16);1;5322
18;0.5;;(10, 15);MoveSouth;(12, 17);1;5323
18;0.5;;(10, 15);;(12, 17);1;5324
18;0.5;;(10, 15);MoveSouth;(12, 18);1;5325
18;0.5;;(10, 15);;(12, 18);1;5326
18;0.5;;(10, 15);;(12, 18);1;5327
18;0.5;;(10, 15);MoveWest;(12, 18);1;5328
18;0.5;;(10, 15);MoveWest;(12, 18);1;5329
18;0.5;;(10, 15);MoveWest;(12, 18);1;5330
18;0.5;;(10, 15);MoveWest;(12, 18);1;5331
18;0.5;;(10, 15);MoveWest;(12, 18);1;5332
18;0.5;;(10, 15);MoveWest;(11, 18);1;5333
18;0.5;;(10, 15);MoveWest;(11, 18);1;5334
18;0.5;;(10, 15);MoveWest;(11, 18);1;5335
18;0.5;;(10, 15);MoveWest;(11, 18);1;5336
18;0.5;;(10, 15);MoveWest;(11, 18);1;5337
18;0.5;;(10, 15);MoveWest;(11, 18);1;5338
18;0.5;;(10, 15);MoveWest;(10, 18);1;5339
18;0.5;;(10, 15);MoveWest;(10, 18);1;5340
18;0.5;;(10, 15);MoveWest;(10, 18);1;5341
18;0.5;;(10, 15);MoveWest;(10, 18);1;5342
18;0.5;;(10, 15);MoveWest;(10, 18);1;5343
18;0.5;;(10, 15);MoveWest;(10, 18);1;5344
18;0.5;;(10, 15);MoveWest;(9, 18);1;5345
18;0.5;;(10, 15);MoveNorth;(9, 17);1;5346
18;0.5;;(10, 15);;(9, 17);1;5347
18;0.5;;(10, 15);;(9, 17);1;5348
18;0.5;;(10, 15);;(9, 17);1;5349
18;0.5;;(10, 15);MoveNorth;(9, 16);1;5350
18;0.5;;(10, 15);MoveNorth;(9, 15);1;5351
18;0.5;;(10, 15);MoveNorth;(9, 14);1;5352
18;0.5;;(10, 15);MoveNorth;(9, 14);1;5353
18;0.5;;(10, 15);;(9, 14);1;5354
18;0.5;;(10, 15);;(9, 14);1;5355
18;0.5;;(10, 15);;(9, 14);1;5356
18;0.5;;(10, 15);;(9, 14);1;5357
18;0.5;;(10, 15);MoveEast;(10, 14);1;5358
18;0.5;;(10, 15);;(10, 14);1;5359
18;0.5;;(10, 15);;(10, 14);1;5360
18;0.5;;(10, 15);;(10, 14);1;5361
18;0.5;;(10, 15);MoveSouth;(10, 15);1;5362
18;0.5;;(10, 15);;(10, 15);1;5363
18;0.5;;(10, 15);;(10, 15);1;5364
18;0.5;;(10, 15);;(10, 15);1;5365
18;0.5;;(10, 15);;(10, 15);1;5366
18;0.5;;(10, 15);;(10, 15);1;5367
18;0.5;;(10, 15);;(10, 15);1;5368
18;0.5;;(10, 15);;(10, 15);1;5369
18;0.5;;(10, 15);;(10, 15);1;5370
18;0.5;;(10, 15);;(10, 15);1;5371
18;0.5;;(10, 15);;(10, 15);1;5372
18;0.5;;(10, 15);;(10, 15);1;5373
18;0.5;;(10, 15);;(10, 15);1;5374
18;0.5;;(10, 15);;(10, 15);1;5375
18;0.5;;(10, 15);;(10, 15);1;5376
18;0.5;;(10, 15);;(10, 15);1;5377
18;0.5;;(10, 15);;(10, 15);1;5378
18;0.5;;(10, 15);;(10, 15);1;5379
18;0.5;;(10, 15);;(10, 15);1;5380
18;0.5;;(10, 15);;(10, 15);1;5381
18;0.5;;(10, 15);;(10, 15);1;5382
18;0.5;;(10, 15);;(10, 15);1;5383
18;0.5;;(10, 15);;(10, 15);1;5384
18;0.5;;(10, 15);;(10, 15);1;5385
18;0.5;;(10, 15);;(10, 15);1;5386
18;0.5;;(10, 15);;(10, 15);1;5387
18;0.5;;(10, 15);;(10, 15);1;5388
18;0.5;;(10, 15);;(10, 15);1;5389
18;0.5;;(10, 15);;(10, 15);1;5390
18;0.5;;(10, 15);;(10, 15);1;5391
18;0.5;;(10, 15);;(10, 15);1;5392
18;0.5;;(10, 15);;(10, 15);1;5393
18;0.5;;(10, 15);CarryObjectTogether;(10, 15);1;5394
18;0.5;;(10, 15);;(10, 15);1;5395
18;0.5;;(10, 15);;(10, 15);1;5396
18;0.5;;(10, 15);;(10, 15);1;5397
18;0.5;;(10, 15);;(10, 15);1;5398
18;0.5;;(10, 15);;(10, 15);1;5399
18;0.5;;(10, 15);;(10, 15);1;5400
18;0.5;;(10, 15);;(10, 15);1;5401
18;0.5;;(10, 15);;(10, 15);1;5402
18;0.5;;(10, 15);;(10, 15);1;5403
18;0.5;;(10, 15);;(10, 15);1;5404
18;0.5;;(10, 15);MoveWest;(9, 15);1;5405
18;0.5;;(10, 15);;(9, 15);1;5406
18;0.5;;(10, 15);;(9, 15);1;5407
18;0.5;;(10, 15);;(9, 15);1;5408
18;0.5;;(10, 15);MoveSouth;(9, 16);1;5409
18;0.5;;(10, 15);;(9, 16);1;5410
18;0.5;;(10, 15);;(9, 16);1;5411
18;0.5;;(10, 15);;(9, 16);1;5412
18;0.5;;(10, 15);MoveSouth;(9, 17);1;5413
18;0.5;;(10, 15);;(9, 17);1;5414
18;0.5;;(10, 15);;(9, 17);1;5415
18;0.5;;(10, 15);;(9, 17);1;5416
18;0.5;;(10, 15);MoveEast;(10, 17);1;5417
18;0.5;;(10, 15);;(10, 17);1;5418
18;0.5;;(10, 15);;(10, 17);1;5419
18;0.5;;(10, 15);;(10, 17);1;5420
18;0.5;;(10, 15);;(10, 17);1;5421
18;0.5;;(10, 15);MoveEast;(11, 17);1;5422
18;0.5;;(10, 15);MoveEast;(12, 17);1;5423
18;0.5;;(10, 15);MoveEast;(13, 17);1;5424
18;0.5;;(10, 15);MoveEast;(14, 17);1;5425
18;0.5;;(10, 15);MoveEast;(14, 17);1;5426
18;0.5;;(10, 15);MoveEast;(14, 17);1;5427
18;0.5;;(10, 15);MoveEast;(14, 17);1;5428
18;0.5;;(10, 15);MoveEast;(14, 17);1;5429
18;0.5;;(10, 15);MoveEast;(14, 17);1;5430
18;0.5;;(10, 15);MoveEast;(15, 17);1;5431
18;0.5;;(10, 15);MoveEast;(16, 17);1;5432
18;0.5;;(10, 15);MoveEast;(16, 17);1;5433
18;0.5;;(10, 15);MoveEast;(16, 17);1;5434
18;0.5;;(10, 15);MoveEast;(16, 17);1;5435
18;0.5;;(10, 15);MoveEast;(16, 17);1;5436
18;0.5;;(10, 15);MoveEast;(16, 17);1;5437
18;0.5;;(10, 15);MoveEast;(17, 17);1;5438
18;0.5;;(10, 15);MoveEast;(17, 17);1;5439
18;0.5;;(10, 15);MoveEast;(17, 17);1;5440
18;0.5;;(10, 15);MoveEast;(17, 17);1;5441
18;0.5;;(10, 15);MoveEast;(17, 17);1;5442
18;0.5;;(10, 15);MoveEast;(17, 17);1;5443
18;0.5;;(10, 15);MoveEast;(18, 17);1;5444
18;0.5;;(10, 15);;(18, 17);1;5445
18;0.5;;(10, 15);;(18, 17);1;5446
18;0.5;;(10, 15);MoveEast;(18, 17);1;5447
18;0.5;;(10, 15);MoveEast;(18, 17);1;5448
18;0.5;;(10, 15);MoveEast;(18, 17);1;5449
18;0.5;;(10, 15);MoveEast;(18, 17);1;5450
18;0.5;;(10, 15);MoveEast;(18, 17);1;5451
18;0.5;;(10, 15);MoveEast;(19, 17);1;5452
18;0.5;;(10, 15);MoveNorth;(19, 17);1;5453
18;0.5;;(10, 15);MoveNorth;(19, 17);1;5454
18;0.5;;(10, 15);MoveNorth;(19, 17);1;5455
18;0.5;;(10, 15);MoveNorth;(19, 17);1;5456
18;0.5;;(10, 15);MoveNorth;(19, 17);1;5457
18;0.5;;(10, 15);MoveNorth;(19, 16);1;5458
18;0.5;;(10, 15);MoveNorth;(19, 15);1;5459
18;0.5;;(10, 15);MoveNorth;(19, 14);1;5460
18;0.5;;(10, 15);;(19, 14);1;5461
18;0.5;;(10, 15);MoveNorth;(19, 13);1;5462
18;0.5;;(10, 15);;(19, 13);1;5463
18;0.5;;(10, 15);MoveEast;(20, 13);1;5464
18;0.5;;(10, 15);;(20, 13);1;5465
18;0.5;;(10, 15);MoveEast;(21, 13);1;5466
18;0.5;;(10, 15);;(21, 13);1;5467
18;0.5;;(10, 15);MoveEast;(22, 13);1;5468
18;0.5;;(10, 15);;(22, 13);1;5469
18;0.5;;(10, 15);;(22, 13);1;5470
18;0.5;;(10, 15);;(22, 13);1;5471
18;0.5;;(10, 15);MoveEast;(23, 13);1;5472
18;0.5;;(10, 15);;(23, 13);1;5473
18;0.5;;(10, 15);MoveNorth;(23, 12);1;5474
18;0.5;;(10, 15);;(23, 12);1;5475
18;0.5;;(10, 15);MoveNorth;(23, 11);1;5476
18;0.5;;(10, 15);MoveNorth;(23, 10);1;5477
18;0.5;;(10, 15);;(23, 10);1;5478
18;0.5;;(10, 15);MoveNorth;(23, 9);1;5479
18;0.5;;(10, 15);;(23, 9);1;5480
18;0.5;;(10, 15);;(23, 9);1;5481
18;0.5;;(10, 15);;(23, 9);1;5482
18;0.5;;(10, 15);;(23, 9);1;5483
18;0.5;;(10, 15);;(23, 9);1;5484
18;0.5;;(10, 15);;(23, 9);1;5485
18;0.5;;(10, 15);;(23, 9);1;5486
18;0.5;;(10, 15);;(23, 9);1;5487
18;0.5;;(10, 15);;(23, 9);1;5488
18;0.5;;(10, 15);;(23, 9);1;5489
18;0.5;;(10, 15);;(23, 9);1;5490
18;0.5;;(10, 15);;(23, 9);1;5491
18;0.5;;(10, 15);;(23, 9);1;5492
18;0.5;;(10, 15);;(23, 9);1;5493
18;0.5;;(10, 15);;(23, 9);1;5494
18;0.5;;(10, 15);;(23, 9);1;5495
18;0.5;;(10, 15);;(23, 9);1;5496
18;0.5;;(10, 15);;(23, 9);1;5497
18;0.5;;(10, 15);;(23, 9);1;5498
18;0.5;;(10, 15);;(23, 9);1;5499
18;0.5;;(10, 15);;(23, 9);1;5500
18;0.5;;(10, 15);;(23, 9);1;5501
18;0.5;;(10, 15);;(23, 9);1;5502
18;0.5;;(10, 15);;(23, 9);1;5503
18;0.5;;(10, 15);;(23, 9);1;5504
18;0.5;;(10, 15);;(23, 9);1;5505
18;0.5;;(10, 15);;(23, 9);1;5506
18;0.5;;(10, 15);;(23, 9);1;5507
18;0.5;;(10, 15);;(23, 9);1;5508
18;0.5;;(10, 15);;(23, 9);1;5509
18;0.5;;(10, 15);;(23, 9);1;5510
18;0.5;;(10, 15);;(23, 9);1;5511
18;0.5;;(10, 15);;(23, 9);1;5512
18;0.5;;(10, 15);;(23, 9);1;5513
18;0.5;;(10, 15);;(23, 9);1;5514
18;0.5;;(10, 15);;(23, 9);1;5515
18;0.5;;(10, 15);;(23, 9);1;5516
18;0.5;;(10, 15);;(23, 9);1;5517
18;0.5;;(10, 15);;(23, 9);1;5518
18;0.5;;(10, 15);;(23, 9);1;5519
18;0.5;;(10, 15);;(23, 9);1;5520
18;0.5;;(10, 15);;(23, 9);1;5521
18;0.5;;(10, 15);;(23, 9);1;5522
18;0.5;;(10, 15);;(23, 9);1;5523
18;0.5;;(10, 15);;(23, 9);1;5524
18;0.5;;(10, 15);;(23, 9);1;5525
18;0.5;;(10, 15);;(23, 9);1;5526
18;0.5;;(10, 15);;(23, 9);1;5527
18;0.5;;(10, 15);;(23, 9);1;5528
18;0.5;;(10, 15);;(23, 9);1;5529
18;0.5;;(10, 15);;(23, 9);1;5530
18;0.5;;(10, 15);;(23, 9);1;5531
18;0.5;;(10, 15);;(23, 9);1;5532
18;0.5;;(10, 15);;(23, 9);1;5533
18;0.5;;(10, 15);;(23, 9);1;5534
18;0.5;;(10, 15);;(23, 9);1;5535
18;0.5;;(10, 15);;(23, 9);1;5536
18;0.5;;(10, 15);;(23, 9);1;5537
18;0.5;;(10, 15);;(23, 9);1;5538
18;0.5;;(10, 15);;(23, 9);1;5539
18;0.5;;(10, 15);;(23, 9);1;5540
18;0.5;;(10, 15);Drop;(23, 9);1;5541
18;0.5;;(10, 15);;(23, 9);1;5542
18;0.5;;(10, 15);;(23, 9);1;5543
18;0.5;;(10, 15);;(23, 9);1;5544
18;0.5;;(10, 15);;(23, 9);1;5545
18;0.5;;(10, 15);;(23, 9);1;5546
18;0.5;;(10, 15);;(23, 9);1;5547
18;0.5;;(10, 15);;(23, 9);1;5548
18;0.5;;(10, 15);;(23, 9);1;5549
18;0.5;;(10, 15);;(23, 9);1;5550
18;0.5;;(10, 15);;(23, 9);1;5551
18;0.5;;(10, 15);;(23, 9);1;5552
18;0.5;;(10, 15);;(23, 9);1;5553
18;0.5;;(10, 15);;(23, 9);1;5554
18;0.5;;(10, 15);;(23, 9);1;5555
18;0.5;;(10, 15);;(23, 9);1;5556
18;0.5;;(10, 15);MoveWest;(22, 9);1;5557
18;0.5;;(10, 15);;(22, 9);1;5558
18;0.5;;(10, 15);;(22, 9);1;5559
18;0.5;;(10, 15);;(22, 9);1;5560
18;0.5;;(10, 15);;(22, 9);1;5561
18;0.5;;(10, 15);MoveEast;(23, 9);1;5562
18;0.5;;(10, 15);;(23, 9);1;5563
18;0.5;;(10, 15);;(23, 9);1;5564
18;0.5;;(10, 15);;(23, 9);1;5565
18;0.5;;(10, 15);;(23, 9);1;5566
18;0.5;;(10, 15);;(23, 9);1;5567
18;0.5;;(10, 15);;(23, 9);1;5568
18;0.5;;(10, 15);;(23, 9);1;5569
18;0.5;;(10, 15);;(23, 9);1;5570
18;0.5;;(10, 15);;(23, 9);1;5571
18;0.5;;(10, 15);;(23, 9);1;5572
18;0.5;;(10, 15);;(23, 9);1;5573
18;0.5;;(10, 15);;(23, 9);1;5574
18;0.5;;(10, 15);;(23, 9);1;5575
18;0.5;;(10, 15);;(23, 9);1;5576
18;0.5;;(10, 15);;(23, 9);1;5577
18;0.5;;(10, 15);;(23, 9);1;5578
18;0.5;;(10, 15);;(23, 9);1;5579
18;0.5;;(10, 15);;(23, 9);1;5580
18;0.5;;(10, 15);;(23, 9);1;5581
18;0.5;;(10, 15);;(23, 9);1;5582
18;0.5;;(10, 15);;(23, 9);1;5583
18;0.5;;(10, 15);;(23, 9);1;5584
18;0.5;;(10, 15);;(23, 9);1;5585
18;0.5;;(10, 15);;(23, 9);1;5586
18;0.5;;(10, 15);;(23, 9);1;5587
18;0.5;;(10, 15);;(23, 9);1;5588
18;0.5;;(10, 15);;(23, 9);1;5589
18;0.5;;(10, 15);;(23, 9);1;5590
24;0.625;;(23, 9);DropObjectTogether;(23, 9);1;5591
24;0.625;MoveSouthWest;(23, 9);;(23, 9);1;5592
24;0.625;MoveSouthWest;(23, 9);;(23, 9);1;5593
24;0.625;MoveSouthWest;(23, 9);;(23, 9);1;5594
24;0.625;MoveSouthWest;(23, 9);;(23, 9);1;5595
24;0.625;MoveSouthWest;(23, 9);;(23, 9);1;5596
24;0.625;MoveSouthWest;(23, 9);;(23, 9);1;5597
24;0.625;MoveSouthWest;(23, 9);;(23, 9);1;5598
24;0.625;MoveSouthWest;(23, 9);;(23, 9);1;5599
24;0.625;MoveSouthWest;(22, 10);;(23, 9);1;5600
24;0.625;MoveSouthWest;(22, 10);;(23, 9);1;5601
24;0.625;MoveSouthWest;(22, 10);MoveWest;(22, 9);1;5602
24;0.625;MoveSouthWest;(22, 10);;(22, 9);1;5603
24;0.625;MoveSouthWest;(22, 10);;(22, 9);1;5604
24;0.625;MoveSouthWest;(22, 10);;(22, 9);1;5605
24;0.625;MoveSouthWest;(22, 10);;(22, 9);1;5606
24;0.625;MoveSouthWest;(22, 10);;(22, 9);1;5607
24;0.625;MoveSouthWest;(22, 10);;(22, 9);1;5608
24;0.625;MoveSouthWest;(21, 11);MoveWest;(21, 9);1;5609
24;0.625;MoveSouthWest;(21, 11);;(21, 9);1;5610
24;0.625;MoveSouthWest;(21, 11);;(21, 9);1;5611
24;0.625;MoveSouthWest;(21, 11);;(21, 9);1;5612
24;0.625;MoveSouthWest;(21, 11);MoveSouth;(21, 10);1;5613
24;0.625;MoveSouthWest;(21, 11);;(21, 10);1;5614
24;0.625;MoveSouthWest;(21, 11);;(21, 10);1;5615
24;0.625;MoveSouthWest;(21, 11);;(21, 10);1;5616
24;0.625;MoveSouthWest;(21, 11);;(21, 10);1;5617
24;0.625;MoveSouthWest;(20, 12);;(21, 10);1;5618
24;0.625;MoveSouthWest;(20, 12);;(21, 10);1;5619
24;0.625;MoveSouthWest;(20, 12);;(21, 10);1;5620
24;0.625;MoveSouthWest;(20, 12);;(21, 10);1;5621
24;0.625;MoveSouthWest;(20, 12);;(21, 10);1;5622
24;0.625;MoveSouthWest;(20, 12);;(21, 10);1;5623
24;0.625;MoveSouthWest;(20, 12);;(21, 10);1;5624
24;0.625;MoveSouthWest;(20, 12);;(21, 10);1;5625
24;0.625;MoveSouthWest;(20, 12);;(21, 10);1;5626
24;0.625;MoveSouthWest;(19, 13);;(21, 10);1;5627
24;0.625;MoveSouthWest;(19, 13);;(21, 10);1;5628
24;0.625;MoveSouthWest;(19, 13);;(21, 10);1;5629
24;0.625;MoveSouthWest;(19, 13);;(21, 10);1;5630
24;0.625;MoveSouthWest;(19, 13);;(21, 10);1;5631
24;0.625;MoveSouthWest;(19, 13);;(21, 10);1;5632
24;0.625;MoveSouthWest;(19, 13);;(21, 10);1;5633
24;0.625;MoveSouthWest;(19, 13);;(21, 10);1;5634
24;0.625;MoveSouthWest;(19, 13);;(21, 10);1;5635
24;0.625;MoveSouthWest;(18, 14);;(21, 10);1;5636
24;0.625;MoveSouth;(18, 14);MoveWest;(20, 10);1;5637
24;0.625;MoveSouth;(18, 14);;(20, 10);1;5638
24;0.625;MoveSouth;(18, 14);;(20, 10);1;5639
24;0.625;MoveSouth;(18, 14);;(20, 10);1;5640
24;0.625;MoveSouth;(18, 14);MoveSouth;(20, 11);1;5641
24;0.625;MoveSouth;(18, 14);;(20, 11);1;5642
24;0.625;MoveSouth;(18, 14);;(20, 11);1;5643
24;0.625;MoveSouth;(18, 14);MoveSouth;(20, 12);1;5644
24;0.625;MoveSouth;(18, 14);;(20, 12);1;5645
24;0.625;MoveSouth;(18, 14);MoveSouth;(20, 13);1;5646
24;0.625;MoveSouth;(18, 14);;(20, 13);1;5647
24;0.625;MoveSouth;(18, 14);MoveSouth;(20, 14);1;5648
24;0.625;MoveSouth;(18, 14);;(20, 14);1;5649
24;0.625;MoveSouth;(18, 15);;(20, 14);1;5650
24;0.625;MoveSouth;(18, 15);MoveSouth;(20, 15);1;5651
24;0.625;MoveSouth;(18, 15);;(20, 15);1;5652
24;0.625;MoveSouth;(18, 15);MoveSouth;(20, 16);1;5653
24;0.625;MoveSouth;(18, 15);;(20, 16);1;5654
24;0.625;MoveSouth;(18, 15);;(20, 16);1;5655
24;0.625;MoveSouth;(18, 15);MoveSouth;(20, 17);1;5656
24;0.625;MoveSouth;(18, 15);;(20, 17);1;5657
24;0.625;MoveSouth;(18, 15);;(20, 17);1;5658
24;0.625;MoveSouth;(18, 15);;(20, 17);1;5659
24;0.625;MoveSouth;(18, 15);;(20, 17);1;5660
24;0.625;MoveSouth;(18, 15);MoveSouth;(20, 17);1;5661
24;0.625;MoveSouth;(18, 15);MoveSouth;(20, 17);1;5662
24;0.625;MoveSouth;(18, 15);MoveSouth;(20, 17);1;5663
24;0.625;MoveSouth;(18, 16);MoveSouth;(20, 17);1;5664
24;0.625;MoveSouthWest;(18, 16);MoveSouth;(20, 17);1;5665
24;0.625;MoveSouthWest;(18, 16);MoveSouth;(20, 18);1;5666
24;0.625;MoveSouthWest;(18, 16);MoveEast;(20, 18);1;5667
24;0.625;MoveSouthWest;(18, 16);MoveEast;(20, 18);1;5668
24;0.625;MoveSouthWest;(18, 16);MoveEast;(20, 18);1;5669
24;0.625;MoveSouthWest;(18, 16);MoveEast;(20, 18);1;5670
24;0.625;MoveSouthWest;(18, 16);MoveEast;(20, 18);1;5671
24;0.625;MoveSouthWest;(18, 16);MoveEast;(21, 18);1;5672
24;0.625;MoveSouthWest;(18, 16);MoveEast;(22, 18);1;5673
24;0.625;MoveSouthWest;(18, 16);;(22, 18);1;5674
24;0.625;MoveSouthWest;(18, 16);;(22, 18);1;5675
24;0.625;MoveSouthWest;(18, 16);;(22, 18);1;5676
24;0.625;MoveSouthWest;(18, 16);;(22, 18);1;5677
24;0.625;MoveSouthWest;(17, 17);MoveWest;(21, 18);1;5678
24;0.625;MoveWest;(17, 17);;(21, 18);1;5679
24;0.625;MoveWest;(17, 17);;(21, 18);1;5680
24;0.625;MoveWest;(17, 17);;(21, 18);1;5681
24;0.625;MoveWest;(17, 17);;(21, 18);1;5682
24;0.625;MoveWest;(17, 17);;(21, 18);1;5683
24;0.625;MoveWest;(17, 17);;(21, 18);1;5684
24;0.625;MoveWest;(17, 17);;(21, 18);1;5685
24;0.625;MoveWest;(17, 17);;(21, 18);1;5686
24;0.625;MoveWest;(17, 17);;(21, 18);1;5687
24;0.625;MoveWest;(17, 17);;(21, 18);1;5688
24;0.625;MoveWest;(17, 17);;(21, 18);1;5689
24;0.625;MoveWest;(17, 17);;(21, 18);1;5690
24;0.625;MoveWest;(17, 17);;(21, 18);1;5691
24;0.625;MoveWest;(16, 17);;(21, 18);1;5692
24;0.625;MoveWest;(16, 17);;(21, 18);1;5693
24;0.625;MoveWest;(16, 17);;(21, 18);1;5694
24;0.625;MoveWest;(16, 17);;(21, 18);1;5695
24;0.625;MoveWest;(16, 17);;(21, 18);1;5696
24;0.625;MoveWest;(16, 17);;(21, 18);1;5697
24;0.625;MoveWest;(16, 17);;(21, 18);1;5698
24;0.625;MoveWest;(16, 17);;(21, 18);1;5699
24;0.625;MoveWest;(16, 17);;(21, 18);1;5700
24;0.625;MoveWest;(16, 17);;(21, 18);1;5701
24;0.625;MoveWest;(16, 17);;(21, 18);1;5702
24;0.625;MoveWest;(16, 17);;(21, 18);1;5703
24;0.625;MoveWest;(16, 17);;(21, 18);1;5704
24;0.625;MoveWest;(16, 17);;(21, 18);1;5705
24;0.625;MoveWest;(15, 17);;(21, 18);1;5706
24;0.625;MoveWest;(15, 17);;(21, 18);1;5707
24;0.625;MoveWest;(15, 17);;(21, 18);1;5708
24;0.625;MoveWest;(15, 17);;(21, 18);1;5709
24;0.625;MoveWest;(15, 17);;(21, 18);1;5710
24;0.625;MoveWest;(15, 17);;(21, 18);1;5711
24;0.625;MoveWest;(15, 17);;(21, 18);1;5712
24;0.625;MoveWest;(15, 17);;(21, 18);1;5713
24;0.625;MoveWest;(15, 17);;(21, 18);1;5714
24;0.625;MoveWest;(14, 17);;(21, 18);1;5715
